,Price,Pid,Property_name,Address,Neighboorhood
36,350000,H5755,1 bedroom mini flat Flat / Apartment for rent Yabatech Abule-Oja Yaba Lagos,"Off Morris Street, yaba Yabatech Abule Oja Yaba Lagos",Yaba
37,250000,H5751,Flat / Apartment for rent Shomolu Shomolu Lagos,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu
38,3500000,G4883,5 bedroom Duplex for rent chevron Lekki Lagos,Chevron Chevron Lekki Lagos,Lekki
39,500000,F5663,3 bedroom Flat / Apartment for rent Adeba Lakowe Ajah Lagos,Bakery Adeba Lakowe Ajah Lagos,Ajah
40,300000,F6695,1 bedroom mini flat Flat / Apartment for rent container Awoyaya Ajah Lagos,Fundamental container Awoyaya Ajah Lagos,Ajah
41,300000,H5747,Self Contain for rent Shomolu Shomolu Lagos,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu
42,400000,H5746,1 bedroom mini flat Flat / Apartment for rent Shomolu Shomolu Lagos,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu
43,5000000,H1845,Flat / Apartment for rent Adeola Odeku Victoria Island Lagos, Adeola Odeku street Adeola Odeku VI Lagos,VI
44,2200000,H1825,4 bedroom Duplex for rent Behind Ikota Villa Estate Ikota Lekki Lagos,Behind Ikota Villa Estate Ikota Lekki Lagos,Lekki
45,3500000,H5745,4 bedroom Duplex for rent Lekki V.G.C Lekki Lagos,"Eleganza Gardens opp VGC, Lekki Lagos Lekki V.g.c Lekki Lagos",VGC
46,3500000,H2212,2 bedroom Flat / Apartment for rent Ikeja Lagos,Sobo Arobiodu street Ikeja Lagos,Ikeja
47,600000,H5744,3 bedroom Flat / Apartment for rent Jibowu Yaba Lagos,Jibowu Jibowu Yaba Lagos,Yaba
48,120000,H5743,Shop for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
49,600000,H5742,3 bedroom Flat / Apartment for rent Jibowu Yaba Lagos,Jibowu Jibowu Yaba Lagos,Yaba
50,1200000,H5739,3 bedroom Flat / Apartment for rent Adekunle Yaba Lagos,off Herbert Macaulay way Adekunle Yaba Lagos,Yaba
51,1000000,H1309,3 bedroom Flat / Apartment for rent Medina Gbagada Lagos,Medina Estate Medina Gbagada Lagos,Gbagada
52,1200000,H5738,3 bedroom Flat / Apartment for rent Adekunle Yaba Lagos,off Herbert Macaulay way Adekunle Yaba Lagos,Yaba
53,300000,H5737,2 bedroom Flat / Apartment for rent Agiliti Mile 12 Kosofe/Ikosi Lagos,Bisi Adelesi Agiliti Mile 12 Kosofe Ikosi Lagos,Kosofe
54,2500000,H5736,5 bedroom Duplex for rent Gbagada Medina Gbagada Lagos,Medina estate Gbagada Gbagada Medina Gbagada Lagos,Gbagada
55,1800000,H5735,2 bedroom Flat / Apartment for rent Ikate Ikate Lekki Lagos,"Along Toyota office off Kusenla Road, ikate, Lagos Ikate Ikate Lekki Lagos",Lekki
56,1200000,H5734,3 bedroom Flat / Apartment for rent Adekunle Yaba Lagos,off Herbert Macaulay way Adekunle Yaba Lagos,Yaba
57,1000000,H5732,3 bedroom Flat / Apartment for rent GRA Phase 2 Magodo Kosofe/Ikosi Lagos,GRA Phase 2 Magodo Kosofe Ikosi Lagos,Kosofe
58,1100000,H5731,3 bedroom Flat / Apartment for rent Onike Yaba Lagos,Iwaya Onike Yaba Lagos,Yaba
59,1000000,H5729,2 bedroom Flat / Apartment for rent Onike Yaba Lagos,Iwaya Onike Yaba Lagos,Yaba
60,250000,H3836,1 bedroom mini flat Flat / Apartment for rent Ogunfayo Lakowe Ajah Lagos,Ogunfayo Ogunfayo Lakowe Ajah Lagos,Ajah
61,500000,G5179,2 bedroom Flat / Apartment for rent Awoyaya Ajah Lagos,Container Awoyaya Ajah Lagos,Ajah
62,700000,H5726,3 bedroom Flat / Apartment for rent Fola Agoro Yaba Lagos,Fola Agoro Fola Agoro Yaba Lagos,Yaba
63,700000,H5725,3 bedroom Flat / Apartment for rent Fola Agoro Yaba Lagos,Fola Agoro Fola Agoro Yaba Lagos,Yaba
64,800000,H5723,3 bedroom Flat / Apartment for rent Adekunle Yaba Lagos,Off Herbert Macaulay way Adekunle Yaba Lagos,Yaba
65,4000000,H5722,3 bedroom Flat / Apartment for rent Ikoyi S.W Ikoyi Lagos,"Problyn Road, Ikoyi Ikoyi S.w Ikoyi Lagos",Ikoyi
66,1600000,H5721,3 bedroom Flat / Apartment for rent GRA Phase 2-beside school kit shop Magodo Kosofe/Ikosi Lagos,GRA Phase 2-beside school kit shop Magodo Kosofe Ikosi Lagos,Kosofe
67,800000,H5720,3 bedroom Flat / Apartment for rent Adekunle Yaba Lagos,off Herbert Macaulay way Adekunle Yaba Lagos,Yaba
68,800000,H5719,3 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,off Herbert Macaulay way Alagomeji Yaba Lagos,Yaba
69,250000,G8982,2 bedroom Flat / Apartment for rent Bayeku Igbogbo Ikorodu Lagos,Macaulay estate Bayeku Igbogbo Ikorodu Lagos,Ikorodu
70,250000,H1997,2 bedroom Flat / Apartment for rent Ikorodu Igbogbo Ikorodu Lagos,Fawole Ikorodu Igbogbo Ikorodu Lagos,Ikorodu
71,250000,H0758,2 bedroom Flat / Apartment for rent Ikorodu Igbogbo Ikorodu Lagos,Macaulay Ikorodu Igbogbo Ikorodu Lagos,Ikorodu
72,3200000,F4910,4 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,Lekki Phase 1 Lekki Lagos,Lekki
73,300000,H5718,Self Contain for rent Abule-Oja Yaba Lagos,off Unilag road Abule Oja Yaba Lagos,Yaba
74,300000,H5717,Self Contain for rent Abule-Oja Yaba Lagos,off Unilag road Abule Oja Yaba Lagos,Yaba
75,2800000,H4632,4 bedroom Duplex for rent agness Sabo Yaba Lagos,Connal road agness Sabo Yaba Lagos,Yaba
76,2800000,H2078,4 bedroom Duplex for rent agness Sabo Yaba Lagos,connal road agness Sabo Yaba Lagos,Yaba
77,2800000,H2067,4 bedroom Duplex for rent agness Sabo Yaba Lagos,connal road. agness Sabo Yaba Lagos,Yaba
78,350000,G7645,1 bedroom mini flat Flat / Apartment for rent chemist Akoka Yaba Lagos,Shobande street chemist Akoka Yaba Lagos,Yaba
79,300000,H5716,Self Contain for rent Abule-Oja Yaba Lagos,off Unilag road Abule Oja Yaba Lagos,Yaba
80,1500000,H2109,3 bedroom Flat / Apartment for rent Adekunle Alagomeji Yaba Lagos,Moleye street Adekunle Alagomeji Yaba Lagos,Yaba
81,1500000,H2240,3 bedroom Flat / Apartment for rent sabo Alagomeji Yaba Lagos,moleye st sabo Alagomeji Yaba Lagos,Yaba
82,660000,H3049,1 bedroom mini flat Self Contain for rent iwaya rd Onike Yaba Lagos,iwaya rd iwaya rd Onike Yaba Lagos,Yaba
83,500000,H5714,2 bedroom Flat / Apartment for rent off Pedro road Palmgroove Shomolu Lagos,Ladi Lak off Pedro road Palmgroove Shomolu Lagos,Shomolu
84,1000000,H5160,2 bedroom Flat / Apartment for rent Iwaya Onike Yaba Lagos,pedro st Iwaya Onike Yaba Lagos,Yaba
85,500000,H5713,2 bedroom Flat / Apartment for rent off Pedro road Palmgroove Shomolu Lagos,Ladi Lak off Pedro road Palmgroove Shomolu Lagos,Shomolu
86,500000,H5711,2 bedroom Flat / Apartment for rent off Pedro road Palmgroove Shomolu Lagos,Ladi Lak off Pedro road Palmgroove Shomolu Lagos,Shomolu
87,400000,H5710,2 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos,Ladi Lak Palmgroove Shomolu Lagos,Shomolu
88,400000,H5707,2 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos,Ladi Lak Palmgroove Shomolu Lagos,Shomolu
89,400000,H5706,2 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos,Ladi Lak Palmgroove Shomolu Lagos,Shomolu
90,1500000,H5705,3 bedroom Flat / Apartment for rent GRA Phase 2 Magodo Kosofe/Ikosi Lagos,GRA Phase 2 Magodo Kosofe Ikosi Lagos,Kosofe
91,450000,H5702,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Extension Akoka Yaba Lagos,Yaba
92,450000,H5701,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Extension Akoka Yaba Lagos,Yaba
93,250000,G6333,1 bedroom mini flat Flat / Apartment for rent Lakowe Ajah Lagos,Golf road Lakowe Ajah Lagos,Ajah
94,450000,H5699,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Extension Akoka Yaba Lagos,Yaba
95,600000,H5697,2 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Akoka Alagomeji Yaba Lagos,Yaba
96,600000,H5695,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
97,1200000,H5693,3 bedroom Flat / Apartment for rent Ifako Ifako-gbagada Gbagada Lagos,Gbagada Ifako Ifako Gbagada Gbagada Lagos,Gbagada
98,600000,H5692,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
99,180000,H5691,1 bedroom mini flat Flat / Apartment for rent Beach road Ebute Ikorodu Lagos,Solebo street Beach road Ebute Ikorodu Lagos,Ikorodu
100,600000,H5690,3 bedroom Flat / Apartment for rent opp Assemblies of God Church Ojodu Lagos,opp Assemblies of God Church Ojodu Lagos,Ojo
101,900000,H5180,2 bedroom Flat / Apartment for rent Bode Thomas Surulere Lagos,Chief Natufe Bode Thomas Surulere Lagos,Surulere
102,2500000,H4381,4 bedroom Duplex for rent Agungi Lekki Lagos,Agungi Agungi Lekki Lagos,Lekki
103,300000,H5688,1 bedroom mini flat Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos,Yaba
104,5000000,H5687,3 bedroom Duplex for rent Ikeja GRA Ikeja Lagos,GRA Ikeja Gra Ikeja Lagos,Ikeja
105,3500000,H3819,4 bedroom Duplex for rent chevron Lekki Lagos,Chevy view Chevron Lekki Lagos,Lekki
106,1000000,H5686,2 bedroom Flat / Apartment for rent ATUNRASE Atunrase Medina Gbagada Lagos,Atunrase ATUNRASE Atunrase Medina Gbagada Lagos,Gbagada
107,3500000,H5685,4 bedroom Duplex for rent chevron Lekki Lagos,Boudillon court Chevron Lekki Lagos,Lekki
108,2500000,H3818,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos,Kusenla Road Ikate Lekki Lagos,Lekki
109,3500000,H5684,4 bedroom Duplex for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
110,300000,H5683,1 bedroom mini flat Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos,Yaba
111,3000000,G8099,6 bedroom Duplex for rent Oke-Alo Millenuim/UPS Gbagada Lagos,Millennium Citi Center Estate Oke-Alo Millenuim Ups Gbagada Lagos,Gbagada
112,500000,H5682,3 bedroom Flat / Apartment for rent Ishaga Road idi- Araba Surulere Lagos,Ishaga Road Ishaga Road Idi Araba Surulere Lagos,Surulere
113,8000000,H5416,5 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,Lekki Lekki Phase 1 Lekki Lagos,Lekki
114,300000,H5680,1 bedroom mini flat Flat / Apartment for rent Abule-Oja Yaba Lagos,Abule -Oja Abule Oja Yaba Lagos,Yaba
115,300000,H5679,1 bedroom mini flat Flat / Apartment for rent Abule-Oja Yaba Lagos,Abule -Oja Abule Oja Yaba Lagos,Yaba
116,10000000,H5678,4 bedroom Commercial Property for rent Lekki Phase 1 Lekki Lagos,Maruwa(2nd roundabout) Lekki Phase 1 Lekki Lagos,Lekki
117,3000000,H5676,4 bedroom Duplex for rent Royal Estate Alausa Ikeja Lagos,Royal Estate Alausa Royal Estate Alausa Ikeja Lagos,Ikeja
118,1800000,H2340,3 bedroom Flat / Apartment for rent GRA Tush Area of Igbo Efon Igbo-efon Lekki Lagos,Ologolo GRA Tush Area of Igbo Efon Igbo Efon Lekki Lagos,Lekki
119,3500000,H0192,6 bedroom Duplex for rent Gbagada Phase2 Phase 2 Gbagada Lagos,Lanre Awolokun Street Gbagada Phase2 Phase 2 Gbagada Lagos,Gbagada
120,300000,H5675,1 bedroom mini flat Flat / Apartment for rent Abule-Oja Yaba Lagos,Abule -Oja Abule Oja Yaba Lagos,Yaba
121,600000,H5674,2 bedroom Flat / Apartment for rent Ilasamaja Mushin Lagos,Adeoye Ilasamaja Mushin Lagos,Mushin
122,1200000,H2341,3 bedroom Flat / Apartment for rent 4Houses away from the Roundabout Igbo-efon Lekki Lagos,Idado 4Houses away from the Roundabout Igbo Efon Lekki Lagos,Lekki
123,1700000,H2343,3 bedroom Flat / Apartment for rent Idado Lekki Lagos,Idado Idado Lekki Lagos,Lekki
124,1500000,H5673,3 bedroom Flat / Apartment for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
125,1200000,H5672,2 bedroom Flat / Apartment for rent GRA Phase 2 Magodo Kosofe/Ikosi Lagos,GRA Phase 2 Magodo Kosofe Ikosi Lagos,Kosofe
126,1190000,H2347,1 bedroom mini flat Flat / Apartment for rent Right side from VI Jakande Lekki Lagos,Jakande Right side from VI Jakande Lekki Lagos,VI
127,580000,H2346,1 bedroom mini flat Self Contain for rent Behind Bed mate Igbo-efon Lekki Lagos,Nicole Balogun Street Behind Bed mate Igbo Efon Lekki Lagos,Lekki
128,4500000,H5671,3 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Off Palace Way Oniru VI Extension VI Lagos,VI
129,450000,H5670,1 bedroom mini flat Flat / Apartment for rent Ogudu beach estate Ogudu GRA Ogudu Lagos,Ogudu Ogudu beach estate Ogudu Gra Ogudu Lagos,Ogudu
130,1800000,H2356,4 bedroom Duplex for rent Opposite Oceanbay Estate chevron Lekki Lagos,Orchid Hotel road Opposite Oceanbay Estate Chevron Lekki Lagos,Lekki
131,4500000,H5668,3 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,off Palace Way Oniru VI Extension VI Lagos,VI
132,25000,H5667,1 bedroom mini flat Office Space for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
133,4500000,H5665,4 bedroom Flat / Apartment for rent Lekki Lekki Phase 1 Lekki Lagos,Chief Collins Street Lekki Lekki Phase 1 Lekki Lagos,Lekki
134,3000000,H5664,3 bedroom Flat / Apartment for rent chevron Lekki Lagos,Boudillon court Chevron Lekki Lagos,Lekki
135,25000,H5663,1 bedroom mini flat Office Space for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
136,1300000,H5662,3 bedroom Flat / Apartment for rent OGUdU gra Ogudu GRA Ogudu Lagos,Ogudu OGUdU gra Ogudu Gra Ogudu Lagos,Ogudu
137,1000000,H5660,3 bedroom Flat / Apartment for rent Divine Estate Amuwo Odofin Amuwo Odofin Lagos,Divine Estate Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
138,1500000,H5656,2 bedroom Office Space for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
139,2500000,F5780,5 bedroom Duplex for rent Off Allen Bus-stop Allen Avenue Ikeja Lagos,Off Allen Bus-stop Allen Avenue Ikeja Lagos,Ikeja
140,1500000,H5650,3 bedroom Flat / Apartment for rent Amuwo Odofin Amuwo Odofin Lagos,Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
141,500000,H5649,1 bedroom mini flat Flat / Apartment for rent Maryland Mende Maryland Lagos,Mende Maryland Mende Maryland Lagos,Maryland
142,30000,H5646,5 bedroom Duplex for rent chevron Lekki Lagos,Carlton Gate Estate Chevron Lekki Lagos,Lekki
143,1800000,H5644,3 bedroom Duplex for rent Chevyview chevron Lekki Lagos,Chevyview Chevyview Chevron Lekki Lagos,Lekki
144,200000,H5643,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Obadia Akoka Yaba Lagos,Yaba
145,200000,H5642,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Obadia Akoka Yaba Lagos,Yaba
146,200000,H5641,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Obadia Akoka Yaba Lagos,Yaba
147,300000,H5639,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
148,300000,H5638,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
149,1000000,H5637,2 bedroom Flat / Apartment for rent Iwaya Iwaya Yaba Lagos,Iwaya Iwaya Iwaya Yaba Lagos,Yaba
150,300000,H5636,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
151,60000,H5635,Office Space for rent 1004 Ligali Ayorinde Victoria Island Lagos,Ligali Ayorinde 1004 Ligali Ayorinde VI Lagos,VI
152,8000,H5634,Shop for rent Shomolu Shomolu Lagos,off bajulaiye road Shomolu Shomolu Lagos,Shomolu
153,8000,H5633,Shop for rent Shomolu Shomolu Lagos,off bajulaiye road Shomolu Shomolu Lagos,Shomolu
154,7000,H5632,Shop for rent Fola Agoro Yaba Lagos,Fola Agoro Fola Agoro Yaba Lagos,Yaba
155,7000,H5629,Shop for rent Fola Agoro Yaba Lagos,Fola Agoro Fola Agoro Yaba Lagos,Yaba
156,320000,H5627,1 bedroom mini flat Flat / Apartment for rent Sabo Yaba Lagos,Onike Sabo Yaba Lagos,Yaba
157,5500000,H5623,5 bedroom Duplex for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
158,5000000,H5622,Duplex for rent Oniru Victoria Island Lagos,Oniru VI Lagos,VI
159,320000,H5621,1 bedroom mini flat Flat / Apartment for rent Sabo Yaba Lagos,Onike Sabo Yaba Lagos,Yaba
160,600000,H2082,2 bedroom Flat / Apartment for rent Pedro Palmgroove Shomolu Lagos,Pedro Palmgroove Shomolu Lagos,Shomolu
161,320000,H5619,1 bedroom mini flat Flat / Apartment for rent Sabo Yaba Lagos,Onike Sabo Yaba Lagos,Yaba
162,20000,F5725,"Office Space for rent Off medical road, Obafemi Awolowo Way Ikeja Lagos","Olu Koleosho Street, Off medical road, Obafemi Awolowo Way Ikeja Lagos",Ikeja
163,150000,F6582,Office Space for rent GRA Ikeja GRA Ikeja Lagos,"Adekunle Fajuyi way, GRA Ikeja Gra Ikeja Lagos",Ikeja
164,40000,F6586,Office Space for rent Ikeja GRA Ikeja Lagos,"Adekunle Fajuyi way, Ikeja Gra Ikeja Lagos",Ikeja
165,500000,H5616,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos,Yaba
166,3000000,H5615,2 bedroom Flat / Apartment for rent Oniru Ademola Adetokunbo Victoria Island Lagos,Oniru Ademola Adetokunbo VI Lagos,VI
167,300000,H5614,Self Contain for rent Mayfair Garden Estate Awoyaya Ajah Lagos,Mayfair Garden Estate Mayfair Garden Estate Awoyaya Ajah Lagos,Ajah
168,200000,H5613,1 bedroom mini flat Flat / Apartment for rent Bariga Shomolu Lagos,Bariga Bariga Shomolu Lagos,Bariga
169,3500000,"138,H5610",Office Space for rent Awolowo Road Ikoyi Lagos,South West Awolowo Road Ikoyi Lagos,Ikoyi
170,700000,H5607,2 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos, Off Ogunlana street Alapere Alapere Kosofe Ikosi Lagos,Alapere
171,900000,H0719,3 bedroom Flat / Apartment for rent AJAO ESTATE Anthony Village Maryland Lagos,ADEDIRAN AJAO CRESCENT AJAO ESTATE Anthony Village Maryland Lagos,Maryland
172,2100000,G8538,3 bedroom Duplex for rent 2nd Avenue 21 Road Festac Amuwo Odofin Lagos,21 Road Festac Town Lagos 2nd Avenue 21 Road Festac Amuwo-Odofin Lagos,Amuwo-Odofin
173,850000,H3041,2 bedroom Flat / Apartment for rent Festac Town Festac Amuwo Odofin Lagos,21 Road Extension Festac Town Amuwo-Odofin Festac Town Festac Amuwo-Odofin Lagos,Amuwo-Odofin
174,850000,H3116,3 bedroom Flat / Apartment for rent 2nd Avenue Festac Amuwo Odofin Lagos,21 Road Extension 2nd Avenue Festac Amuwo-Odofin Lagos,Amuwo-Odofin
175,1500000,H3121,5 bedroom Duplex for rent 2nd Avenue Festac Amuwo Odofin Lagos,21 Road Extension 2nd Avenue Festac Amuwo-Odofin Lagos,Amuwo-Odofin
176,1900000,H5599,3 bedroom Flat / Apartment for rent chevron Lekki Lagos,Chevyview Chevron Lekki Lagos,Lekki
177,2500000,H4032,3 bedroom Flat / Apartment for rent Sabo Yaba Lagos,sabo yabo Sabo Yaba Lagos,Yaba
178,7000000,H5597,4 bedroom Flat / Apartment for rent by Dideolu Estate Victoria Island Lagos,by Dideolu Estate VI Lagos,VI
179,3200000,H5533,5 bedroom Duplex for rent Chevy view estate chevron Lekki Lagos,Chevy Chevy view estate Chevron Lekki Lagos,Lekki
180,2500000,H5595,6 bedroom Duplex for rent Kilo-Marsha Surulere Lagos,Kilo Marsha Surulere Lagos,Surulere
181,4000000,H3249,3 bedroom House for rent Private estate in Victoria Island Victoria Island Extension Victoria Island Lagos,Private estate in VI Private estate in VI VI Extension VI Lagos,VI
182,500000,H5593,1 bedroom mini flat Flat / Apartment for rent Off Herbert MacCauley street Abule-Oja Yaba Lagos,Ebun Street Off Herbert MacCauley street Abule Oja Yaba Lagos,Yaba
183,1000000,H3256,3 bedroom House for rent Onike Onike Yaba Lagos,Onike Onike Onike Yaba Lagos,Yaba
184,6000000,H5591,3 bedroom Flat / Apartment for rent Dideolu Estate Victoria Island Lagos,Dideolu Estate VI Lagos,VI
185,1200000,"36,H5173",3 bedroom Flat / Apartment for rent Sangotedo Bogije Sangotedo Lagos,Sangotedo Sangotedo Bogije Sangotedo Lagos,Sangotedo
